#    L    TT             EE             TE             PP             TP          
   238    0.47235E+01    0.11302E-02   -0.18933E+00    0.10824E+07    0.45724E+03
   239    0.43981E+01    0.15291E-02   -0.17582E+00    0.10762E+07    0.45265E+03
   240    0.39025E+01    0.18438E-02   -0.16272E+00    0.10699E+07    0.44812E+03
   241    0.35331E+01    0.21907E-02   -0.14865E+00    0.10637E+07    0.44365E+03
   242    0.31405E+01    0.23893E-02   -0.13367E+00    0.10576E+07    0.43923E+03
   243    0.27238E+01    0.25562E-02   -0.11859E+00    0.10514E+07    0.43486E+03
   244    0.22822E+01    0.25851E-02   -0.10203E+00    0.10453E+07    0.43054E+03
   245    0.18147E+01    0.25182E-02   -0.86270E-01    0.10392E+07    0.42628E+03
   246    0.13950E+01    0.23237E-02   -0.69168E-01    0.10332E+07    0.42207E+03
   247    0.10220E+01    0.18952E-02   -0.52285E-01    0.10271E+07    0.41790E+03
   248    0.62066E+00    0.15721E-02   -0.34955E-01    0.10211E+07    0.41379E+03
   249    0.33870E+00    0.80248E-03   -0.17253E-01    0.10151E+07    0.40972E+03
   250    0.26692E-01    0.00000E+00    0.36003E-13    0.10092E+07    0.40570E+03
   251   -0.16916E+00   -0.11553E-02    0.18203E-01    0.10032E+07    0.40172E+03
   252   -0.48010E+00   -0.24267E-02    0.36481E-01    0.99731E+06    0.39779E+03
   253   -0.54462E+00   -0.40141E-02    0.53948E-01    0.99142E+06    0.39390E+03
   254   -0.66974E+00   -0.55973E-02    0.71205E-01    0.98555E+06    0.39005E+03
   255   -0.79108E+00   -0.74504E-02    0.88851E-01    0.97971E+06    0.38625E+03
   256   -0.84427E+00   -0.91791E-02    0.10749E+00    0.97391E+06    0.38249E+03
   257   -0.83919E+00   -0.11206E-01    0.11954E+00    0.96813E+06    0.37877E+03
   258   -0.86005E+00   -0.13137E-01    0.13824E+00    0.96238E+06    0.37509E+03
   259   -0.84245E+00   -0.15097E-01    0.14933E+00    0.95666E+06    0.37146E+03
   260   -0.72201E+00   -0.17063E-01    0.16826E+00    0.95097E+06    0.36787E+03
   261   -0.65720E+00   -0.19087E-01    0.17336E+00    0.94532E+06    0.36432E+03
   262   -0.65793E+00   -0.20923E-01    0.18751E+00    0.93970E+06    0.36080E+03
   263   -0.36267E+00   -0.22770E-01    0.20387E+00    0.93411E+06    0.35733E+03
   264   -0.22703E+00   -0.24532E-01    0.21562E+00    0.92856E+06    0.35390E+03
   265   -0.18662E+00   -0.26259E-01    0.21593E+00    0.92305E+06    0.35051E+03
   266   -0.28496E-01   -0.27706E-01    0.22769E+00    0.91758E+06    0.34716E+03
   267    0.14589E-01   -0.29221E-01    0.22921E+00    0.91214E+06    0.34384E+03
   268    0.81302E-01   -0.30410E-01    0.23595E+00    0.90675E+06    0.34057E+03
   269    0.13176E-01   -0.31547E-01    0.24107E+00    0.90139E+06    0.33733E+03
   270    0.97444E-01   -0.32534E-01    0.24519E+00    0.89608E+06    0.33413E+03
   271    0.10135E+00   -0.33424E-01    0.24889E+00    0.89081E+06    0.33096E+03
   272    0.23785E+00   -0.33894E-01    0.24536E+00    0.88558E+06    0.32783E+03
   273    0.27419E+00   -0.34518E-01    0.25005E+00    0.88040E+06    0.32474E+03
