#    L    TT             EE             TE             PP             TP          
   258   -0.86181E+00   -0.13137E-01    0.13824E+00    0.89360E+06    0.34793E+03
   259   -0.84419E+00   -0.15097E-01    0.14933E+00    0.88822E+06    0.34452E+03
   260   -0.72373E+00   -0.17063E-01    0.16826E+00    0.88286E+06    0.34116E+03
   261   -0.65890E+00   -0.19087E-01    0.17336E+00    0.87753E+06    0.33783E+03
   262   -0.65961E+00   -0.20923E-01    0.18751E+00    0.87224E+06    0.33454E+03
   263   -0.36432E+00   -0.22770E-01    0.20387E+00    0.86697E+06    0.33129E+03
   264   -0.22866E+00   -0.24532E-01    0.21562E+00    0.86174E+06    0.32807E+03
   265   -0.18824E+00   -0.26259E-01    0.21593E+00    0.85654E+06    0.32489E+03
   266   -0.30094E-01   -0.27706E-01    0.22769E+00    0.85137E+06    0.32175E+03
   267    0.13009E-01   -0.29221E-01    0.22921E+00    0.84624E+06    0.31864E+03
   268    0.79741E-01   -0.30410E-01    0.23595E+00    0.84114E+06    0.31557E+03
   269    0.11634E-01   -0.31547E-01    0.24107E+00    0.83608E+06    0.31253E+03
   270    0.95919E-01   -0.32534E-01    0.24519E+00    0.83106E+06    0.30953E+03
   271    0.99846E-01   -0.33424E-01    0.24889E+00    0.82608E+06    0.30656E+03
   272    0.23636E+00   -0.33894E-01    0.24536E+00    0.82114E+06    0.30363E+03
   273    0.27272E+00   -0.34518E-01    0.25005E+00    0.81624E+06    0.30073E+03
   274    0.34758E+00   -0.34678E-01    0.24127E+00    0.81138E+06    0.29786E+03
   275    0.37677E+00   -0.34870E-01    0.24190E+00    0.80656E+06    0.29502E+03
   276    0.49893E+00   -0.34849E-01    0.23027E+00    0.80179E+06    0.29222E+03
   277    0.48134E+00   -0.34591E-01    0.22926E+00    0.79706E+06    0.28945E+03
   278    0.53693E+00   -0.34149E-01    0.21717E+00    0.79238E+06    0.28672E+03
   279    0.58152E+00   -0.33573E-01    0.20206E+00    0.78774E+06    0.28401E+03
   280    0.60520E+00   -0.32841E-01    0.19935E+00    0.78315E+06    0.28134E+03
   281    0.74665E+00   -0.31854E-01    0.18738E+00    0.77861E+06    0.27870E+03
   282    0.69883E+00   -0.30888E-01    0.17418E+00    0.77412E+06    0.27608E+03
   283    0.74898E+00   -0.29696E-01    0.16033E+00    0.76968E+06    0.27350E+03
   284    0.81290E+00   -0.28329E-01    0.14644E+00    0.76529E+06    0.27095E+03
   285    0.88069E+00   -0.26765E-01    0.13312E+00    0.76096E+06    0.26843E+03
   286    0.86818E+00   -0.25130E-01    0.11352E+00    0.75667E+06    0.26593E+03
   287    0.83975E+00   -0.23399E-01    0.10312E+00    0.75245E+06    0.26347E+03
   288    0.85977E+00   -0.21551E-01    0.87651E-01    0.74827E+06    0.26104E+03
   289    0.84406E+00   -0.19636E-01    0.75142E-01    0.74416E+06    0.25863E+03
   290    0.85700E+00   -0.17779E-01    0.66194E-01    0.74010E+06    0.25625E+03
   291    0.88870E+00   -0.15217E-01    0.46550E-01    0.73610E+06    0.25390E+03
   292    0.63212E+00   -0.13038E-01    0.39095E-01    0.73215E+06    0.25157E+03
   293    0.67163E+00   -0.11592E-01    0.22144E-01    0.72827E+06    0.24928E+03
   294    0.55161E+00   -0.93704E-02    0.18583E-01    0.72445E+06    0.24700E+03
   295    0.63360E+00   -0.78354E-02    0.67261E-02    0.72069E+06    0.24476E+03
   296    0.53626E+00   -0.54786E-02    0.20301E-02    0.71700E+06    0.24254E+03
   297    0.47256E+00   -0.45053E-02    0.50950E-02    0.71337E+06    0.24035E+03
